"COU","Country","IND","Indicator","SEX","Sex","AGE","Age Group","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"LVA","Latvia","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q1-2010","Q1-2010","PC","Percentage","0","Units",,,23.4,,
"LVA","Latvia","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q2-2010","Q2-2010","PC","Percentage","0","Units",,,21.8,,
"LVA","Latvia","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q3-2010","Q3-2010","PC","Percentage","0","Units",,,20.8,,
"LVA","Latvia","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","2554","25-54","Q4-2010","Q4-2010","PC","Percentage","0","Units",,,19.8,,
"LVA","Latvia","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q1-2010","Q1-2010","PC","Percentage","0","Units",,,14.1,,
"LVA","Latvia","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q2-2010","Q2-2010","PC","Percentage","0","Units",,,16.5,,
"LVA","Latvia","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q3-2010","Q3-2010","PC","Percentage","0","Units",,,14.4,,
"LVA","Latvia","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","2554","25-54","Q4-2010","Q4-2010","PC","Percentage","0","Units",,,15,,
"LVA","Latvia","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","5564","55-64","Q1-2010","Q1-2010","PC","Percentage","0","Units",,,43.4,,
"LVA","Latvia","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","5564","55-64","Q2-2010","Q2-2010","PC","Percentage","0","Units",,,48.2,,
"LVA","Latvia","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","5564","55-64","Q3-2010","Q3-2010","PC","Percentage","0","Units",,,46.2,,
"LVA","Latvia","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","5564","55-64","Q4-2010","Q4-2010","PC","Percentage","0","Units",,,48.2,,
"LVA","Latvia","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","5564","55-64","Q1-2010","Q1-2010","PC","Percentage","0","Units",,,48.6,,
"LVA","Latvia","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","5564","55-64","Q2-2010","Q2-2010","PC","Percentage","0","Units",,,49.7,,
"LVA","Latvia","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","5564","55-64","Q3-2010","Q3-2010","PC","Percentage","0","Units",,,47.3,,
"LVA","Latvia","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","5564","55-64","Q4-2010","Q4-2010","PC","Percentage","0","Units",,,46.7,,
"LVA","Latvia","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","5564","55-64","Q1-2010","Q1-2010","PC","Percentage","0","Units",,,21.1,,
"LVA","Latvia","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","5564","55-64","Q2-2010","Q2-2010","PC","Percentage","0","Units",,,23.1,,
"LVA","Latvia","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","5564","55-64","Q3-2010","Q3-2010","PC","Percentage","0","Units",,,20,,
"LVA","Latvia","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","5564","55-64","Q4-2010","Q4-2010","PC","Percentage","0","Units",,,15.3,,
"LVA","Latvia","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","5564","55-64","Q1-2010","Q1-2010","PC","Percentage","0","Units",,,13.9,,
"LVA","Latvia","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","5564","55-64","Q2-2010","Q2-2010","PC","Percentage","0","Units",,,12.5,,
"LVA","Latvia","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","5564","55-64","Q3-2010","Q3-2010","PC","Percentage","0","Units",,,14.2,,
"LVA","Latvia","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","5564","55-64","Q4-2010","Q4-2010","PC","Percentage","0","Units",,,12.1,,
"AUS","Australia","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","1524","15-24","Q1-2019","Q1-2019","PC","Percentage","0","Units",,,60.1,,
"AUS","Australia","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","1524","15-24","Q2-2019","Q2-2019","PC","Percentage","0","Units",,,59.2,,
"AUS","Australia","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","1524","15-24","Q3-2019","Q3-2019","PC","Percentage","0","Units",,,59.4,,
"AUS","Australia","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1524","15-24","Q1-2019","Q1-2019","PC","Percentage","0","Units",,,60.4,,
"AUS","Australia","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1524","15-24","Q2-2019","Q2-2019","PC","Percentage","0","Units",,,60.6,,
"AUS","Australia","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1524","15-24","Q3-2019","Q3-2019","PC","Percentage","0","Units",,,60.7,,
"AUS","Australia","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","1524","15-24","Q1-2019","Q1-2019","PC","Percentage","0","Units",,,12.3,,
"AUS","Australia","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","1524","15-24","Q2-2019","Q2-2019","PC","Percentage","0","Units",,,12.9,,
"AUS","Australia","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","1524","15-24","Q3-2019","Q3-2019","PC","Percentage","0","Units",,,13.1,,
"AUS","Australia","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","1524","15-24","Q1-2019","Q1-2019","PC","Percentage","0","Units",,,10.8,,
"AUS","Australia","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","1524","15-24","Q2-2019","Q2-2019","PC","Percentage","0","Units",,,11,,
"AUS","Australia","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","1524","15-24","Q3-2019","Q3-2019","PC","Percentage","0","Units",,,10.2,,
"AUT","Austria","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","1524","15-24","Q1-2019","Q1-2019","PC","Percentage","0","Units",,,55,,
"AUT","Austria","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","1524","15-24","Q2-2019","Q2-2019","PC","Percentage","0","Units",,,55.1,,
"AUT","Austria","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","1524","15-24","Q3-2019","Q3-2019","PC","Percentage","0","Units",,,54.3,,
"AUT","Austria","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1524","15-24","Q1-2019","Q1-2019","PC","Percentage","0","Units",,,50.3,,
"AUT","Austria","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1524","15-24","Q2-2019","Q2-2019","PC","Percentage","0","Units",,,47.8,,
"AUT","Austria","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1524","15-24","Q3-2019","Q3-2019","PC","Percentage","0","Units",,,46.5,,
"AUT","Austria","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","1524","15-24","Q1-2019","Q1-2019","PC","Percentage","0","Units",,,9.7,,
"AUT","Austria","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","1524","15-24","Q2-2019","Q2-2019","PC","Percentage","0","Units",,,9.2,,
"AUT","Austria","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","1524","15-24","Q3-2019","Q3-2019","PC","Percentage","0","Units",,,10.2,,
"AUT","Austria","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","1524","15-24","Q1-2019","Q1-2019","PC","Percentage","0","Units",,,6.9,,
"AUT","Austria","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","1524","15-24","Q2-2019","Q2-2019","PC","Percentage","0","Units",,,8.7,,
"AUT","Austria","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","1524","15-24","Q3-2019","Q3-2019","PC","Percentage","0","Units",,,9.4,,
"BEL","Belgium","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","1524","15-24","Q1-2019","Q1-2019","PC","Percentage","0","Units",,,26.7,,
"BEL","Belgium","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","1524","15-24","Q2-2019","Q2-2019","PC","Percentage","0","Units",,,27.7,,
"BEL","Belgium","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","1524","15-24","Q3-2019","Q3-2019","PC","Percentage","0","Units",,,27.7,,
"BEL","Belgium","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1524","15-24","Q1-2019","Q1-2019","PC","Percentage","0","Units",,,24.9,,
"BEL","Belgium","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1524","15-24","Q2-2019","Q2-2019","PC","Percentage","0","Units",,,26.9,,
"BEL","Belgium","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1524","15-24","Q3-2019","Q3-2019","PC","Percentage","0","Units",,,26,,
"BEL","Belgium","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","1524","15-24","Q1-2019","Q1-2019","PC","Percentage","0","Units",,,17.7,,
"BEL","Belgium","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","1524","15-24","Q2-2019","Q2-2019","PC","Percentage","0","Units",,,15,,
"BEL","Belgium","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","1524","15-24","Q3-2019","Q3-2019","PC","Percentage","0","Units",,,15,,
"BEL","Belgium","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","1524","15-24","Q1-2019","Q1-2019","PC","Percentage","0","Units",,,12.1,,
"BEL","Belgium","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","1524","15-24","Q2-2019","Q2-2019","PC","Percentage","0","Units",,,12.2,,
"BEL","Belgium","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","1524","15-24","Q3-2019","Q3-2019","PC","Percentage","0","Units",,,11.4,,
"CAN","Canada","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","1524","15-24","Q1-2019","Q1-2019","PC","Percentage","0","Units",,,58.1,,
"CAN","Canada","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","1524","15-24","Q2-2019","Q2-2019","PC","Percentage","0","Units",,,58.3,,
"CAN","Canada","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","1524","15-24","Q3-2019","Q3-2019","PC","Percentage","0","Units",,,56.6,,
"CAN","Canada","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","1524","15-24","Q4-2019","Q4-2019","PC","Percentage","0","Units",,,57,,
"CAN","Canada","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1524","15-24","Q1-2019","Q1-2019","PC","Percentage","0","Units",,,59.3,,
"CAN","Canada","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1524","15-24","Q2-2019","Q2-2019","PC","Percentage","0","Units",,,60.3,,
"CAN","Canada","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1524","15-24","Q3-2019","Q3-2019","PC","Percentage","0","Units",,,60,,
"CAN","Canada","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1524","15-24","Q4-2019","Q4-2019","PC","Percentage","0","Units",,,59.8,,
"CAN","Canada","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","1524","15-24","Q1-2019","Q1-2019","PC","Percentage","0","Units",,,11.7,,
"CAN","Canada","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","1524","15-24","Q2-2019","Q2-2019","PC","Percentage","0","Units",,,11.4,,
"CAN","Canada","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","1524","15-24","Q3-2019","Q3-2019","PC","Percentage","0","Units",,,13.3,,
"CAN","Canada","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","1524","15-24","Q4-2019","Q4-2019","PC","Percentage","0","Units",,,12.5,,
"CAN","Canada","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","1524","15-24","Q1-2019","Q1-2019","PC","Percentage","0","Units",,,9.2,,
"CAN","Canada","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","1524","15-24","Q2-2019","Q2-2019","PC","Percentage","0","Units",,,9.1,,
"CAN","Canada","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","1524","15-24","Q3-2019","Q3-2019","PC","Percentage","0","Units",,,9.7,,
"CAN","Canada","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","1524","15-24","Q4-2019","Q4-2019","PC","Percentage","0","Units",,,9.7,,
"CZE","Czechia","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","1524","15-24","Q1-2019","Q1-2019","PC","Percentage","0","Units",,,31.8,,
"CZE","Czechia","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","1524","15-24","Q2-2019","Q2-2019","PC","Percentage","0","Units",,,31.5,,
"CZE","Czechia","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","1524","15-24","Q3-2019","Q3-2019","PC","Percentage","0","Units",,,31.2,,
"CZE","Czechia","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1524","15-24","Q1-2019","Q1-2019","PC","Percentage","0","Units",,,25.4,,
"CZE","Czechia","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1524","15-24","Q2-2019","Q2-2019","PC","Percentage","0","Units",,,25.2,,
"CZE","Czechia","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1524","15-24","Q3-2019","Q3-2019","PC","Percentage","0","Units",,,24.3,,
"CZE","Czechia","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","1524","15-24","Q1-2019","Q1-2019","PC","Percentage","0","Units",,,6.2,,
"CZE","Czechia","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","1524","15-24","Q2-2019","Q2-2019","PC","Percentage","0","Units",,,5.5,,
"CZE","Czechia","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","1524","15-24","Q3-2019","Q3-2019","PC","Percentage","0","Units",,,5.1,,
"CZE","Czechia","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","1524","15-24","Q1-2019","Q1-2019","PC","Percentage","0","Units",,,5.5,,
"CZE","Czechia","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","1524","15-24","Q2-2019","Q2-2019","PC","Percentage","0","Units",,,6.2,,
"CZE","Czechia","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","1524","15-24","Q3-2019","Q3-2019","PC","Percentage","0","Units",,,5.9,,
"DNK","Denmark","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","1524","15-24","Q1-2019","Q1-2019","PC","Percentage","0","Units",,,53.7,,
"DNK","Denmark","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","1524","15-24","Q2-2019","Q2-2019","PC","Percentage","0","Units",,,54.2,,
"DNK","Denmark","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","1524","15-24","Q3-2019","Q3-2019","PC","Percentage","0","Units",,,54.4,,
"DNK","Denmark","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1524","15-24","Q1-2019","Q1-2019","PC","Percentage","0","Units",,,56.1,,
"DNK","Denmark","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1524","15-24","Q2-2019","Q2-2019","PC","Percentage","0","Units",,,55.4,,
"DNK","Denmark","EMP4_E","Employment rate, by sex and age group, quarterly data","WOMEN","Women","1524","15-24","Q3-2019","Q3-2019","PC","Percentage","0","Units",,,55.2,,
"DNK","Denmark","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","1524","15-24","Q1-2019","Q1-2019","PC","Percentage","0","Units",,,11.2,,
"DNK","Denmark","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","1524","15-24","Q2-2019","Q2-2019","PC","Percentage","0","Units",,,9.9,,
"DNK","Denmark","EMP4_U","Unemployment rate, by sex and age group, quarterly data","MEN","Men","1524","15-24","Q3-2019","Q3-2019","PC","Percentage","0","Units",,,9.8,,
"DNK","Denmark","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","1524","15-24","Q1-2019","Q1-2019","PC","Percentage","0","Units",,,10.4,,
"DNK","Denmark","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","1524","15-24","Q2-2019","Q2-2019","PC","Percentage","0","Units",,,9,,
"DNK","Denmark","EMP4_U","Unemployment rate, by sex and age group, quarterly data","WOMEN","Women","1524","15-24","Q3-2019","Q3-2019","PC","Percentage","0","Units",,,9.8,,
"FIN","Finland","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","1524","15-24","Q1-2019","Q1-2019","PC","Percentage","0","Units",,,43.8,,
"FIN","Finland","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","1524","15-24","Q2-2019","Q2-2019","PC","Percentage","0","Units",,,43.6,,
"FIN","Finland","EMP4_E","Employment rate, by sex and age group, quarterly data","MEN","Men","1524","15-24","Q3-2019","Q3-2019","PC","Percentage","0","Units",,,44.5,,
